Epoch,Loss
1,16.986181259155273
2,18.234569549560547
3,18.31540298461914
4,18.43943214416504
5,18.833066940307617
6,18.768449783325195
7,18.520416259765625
8,18.514617919921875
9,18.545066833496094
10,18.618383407592773
11,18.616687774658203
12,18.644664764404297
13,18.588787078857422
14,18.593250274658203
15,18.528108596801758
16,18.57069206237793
17,18.567848205566406
18,18.5595760345459
19,18.655439376831055
20,18.583778381347656
21,18.493268966674805
22,18.91085433959961
23,18.507280349731445
24,18.496410369873047
25,18.54785919189453
26,18.531200408935547
27,18.636903762817383
28,18.504053115844727
29,18.468006134033203
30,18.495018005371094
31,18.610965728759766
32,18.598609924316406
33,18.544252395629883
34,18.551002502441406
35,18.512432098388672
36,18.539587020874023
37,18.53987693786621
38,18.50808334350586
39,18.53951644897461
40,18.57452964782715
41,18.545549392700195
42,18.539426803588867
43,18.496505737304688
44,18.58080291748047
45,18.56901741027832
46,18.530675888061523
47,18.54357147216797
48,18.557893753051758
49,18.5677433013916
50,18.493616104125977
51,18.629613876342773
52,18.54309844970703
53,18.516202926635742
54,18.58292007446289
55,18.540958404541016
56,18.53285026550293
57,18.583553314208984
58,18.508943557739258
59,18.639196395874023
60,18.484350204467773
61,18.49370765686035
62,18.575420379638672
63,18.51739501953125
64,18.520477294921875
65,18.472640991210938
66,18.47667121887207
67,18.455968856811523
68,18.507997512817383
69,18.487340927124023
70,18.482208251953125
71,18.522201538085938
72,18.51396942138672
73,18.413705825805664
74,18.602983474731445
75,18.434446334838867
76,18.45985984802246
77,18.458425521850586
78,18.31922149658203
79,18.51838493347168
80,18.479806900024414
81,18.414085388183594
82,18.4341983795166
83,18.59425163269043
84,18.45751190185547
85,18.432302474975586
86,18.486717224121094
87,18.473936080932617
88,18.476232528686523
89,18.422191619873047
90,18.46554183959961
91,18.513307571411133
92,18.503150939941406
93,18.43399429321289
94,18.517473220825195
95,18.429540634155273
96,18.40961456298828
97,18.47284507751465
98,18.41562843322754
99,18.439674377441406
100,18.293155670166016
101,18.518455505371094
102,18.3756160736084
103,18.449907302856445
104,18.431644439697266
105,18.459774017333984
106,18.48595428466797
107,18.484485626220703
108,18.490753173828125
109,18.472749710083008
110,18.451955795288086
111,18.39678382873535
112,18.414077758789062
113,18.439973831176758
114,18.33651351928711
115,18.46466064453125
116,18.52486228942871
117,18.46556282043457
118,18.4456729888916
119,18.450544357299805
120,18.45725440979004
