Epoch,Loss
1,0.010404451750218868
2,0.007539735641330481
3,0.003421975066885352
4,0.0006124298670329154
5,0.001491102040745318
6,0.0013209107564762235
7,0.0028952735010534525
8,0.0004628217138815671
9,0.0008396930061280727
10,0.002095714909955859
11,0.0014542239950969815
12,0.0002489137405063957
13,0.0011771508725360036
14,0.00045016093645244837
15,0.00016961120127234608
16,0.0006466492195613682
17,4.093070310773328e-05
18,0.0009172057616524398
19,0.001449257368221879
20,0.00039825632120482624
21,0.000525094976183027
22,0.0002792781451717019
23,2.841482091753278e-05
24,8.083607826847583e-05
25,0.0003504933847580105
26,0.003624271135777235
27,0.00022649604943580925
28,3.869784268317744e-05
29,6.391465285560116e-05
30,3.49210858985316e-05
31,2.23008100874722e-06
32,3.164544250466861e-05
33,0.0002469907340127975
34,2.4809571641526418e-06
35,0.0002601630985736847
36,9.030896035255864e-05
37,7.09461746737361e-05
38,0.00031957405735738575
39,4.89170452055987e-05
40,0.001237160642631352
41,0.0003639141796156764
42,0.00027685484383255243
43,3.5736069548875093e-05
44,5.142743611941114e-05
45,0.00011801314394688234
46,0.0012688947608694434
47,0.000687025545630604
48,0.0002832141180988401
49,0.0002125831670127809
50,2.8584274787135655e-06
51,5.243998020887375e-05
52,0.0004557817301247269
53,4.8466874432051554e-05
54,1.2649323252844624e-05
55,5.726195468014339e-06
56,2.8708131139865145e-05
57,1.1801890650531277e-05
58,1.460464955016505e-05
59,2.0725794456666335e-05
60,2.057726533166715e-06
61,0.0012286151759326458
62,0.000132469751406461
63,0.00011556226672837511
64,3.337323505547829e-05
65,0.001081722672097385
66,1.6714140656404197e-05
67,0.0008427553693763912
68,0.005090526305139065
69,0.0003342019335832447
70,0.0002964543818961829
71,0.009261158294975758
72,4.860264016315341e-05
73,3.4795015380950645e-05
74,3.346888115629554e-05
75,3.813881266978569e-05
76,0.0003541857295203954
77,5.22082382303779e-06
78,6.366457910189638e-06
79,0.0008995473035611212
80,0.0013798547443002462
81,0.0011609122157096863
82,0.0006614343146793544
83,6.54766772640869e-05
84,0.0004053410666529089
85,0.0003123678907286376
86,0.0014001711970195174
87,6.353669596137479e-05
88,0.0003362949355505407
89,0.00033840531250461936
90,0.0001048159392667003
91,0.00016239324759226292
92,7.360508789133746e-06
93,2.113428536176798e-06
94,2.88380488200346e-06
95,4.7089315557968803e-07
96,0.00011103439464932308
97,0.00018749319133348763
98,7.3007199716812465e-06
99,9.722745016915724e-05
100,2.271929770358838e-05
101,0.00010221017146250233
102,0.00018158109742216766
103,3.891442702297354e-06
104,1.4174341231409926e-05
105,7.630334039276931e-06
106,3.6107335290580522e-06
107,1.9301282009109855e-05
108,2.760494623998966e-07
109,1.518368208053289e-05
110,0.0029441225342452526
111,0.0016542118974030018
112,0.0008618078427389264
113,0.00032229741918854415
114,6.820909766247496e-05
115,3.468128852546215e-06
116,0.00023702452017460018
117,0.000170733270351775
118,0.0003054255503229797
119,3.16115292662289e-05
120,6.238871719688177e-05
121,0.00012882814917247742
122,4.585288843372837e-05
123,0.0048132967203855515
124,0.001361234113574028
125,0.011061086319386959
126,0.0008081738487817347
127,0.0001758216822054237
128,0.0007096820627339184
129,0.0025765367317944765
130,0.00015093266847543418
131,0.0015107693616300821
132,0.0010991396848112345
133,2.090440466417931e-05
134,5.586408587987535e-05
135,0.0022835670970380306
136,0.0001700911670923233
137,2.8198603104101494e-05
138,0.0002739308984018862
139,4.807383447769098e-06
140,2.4308183128596283e-05
141,4.3530581024242565e-06
142,6.210501624082099e-07
143,4.378098310553469e-06
144,2.3040533960738685e-06
