Epoch,Loss
1,0.5000187158584595
2,0.23102901875972748
3,0.19100891053676605
4,0.16577762365341187
5,0.15377672016620636
6,0.1534276008605957
7,0.13846054673194885
8,0.14240992069244385
9,0.13697250187397003
10,0.13358135521411896
11,0.13029247522354126
12,0.11839770525693893
13,0.12139257043600082
14,0.11527837812900543
15,0.10966591536998749
16,0.1104542538523674
17,0.1022314727306366
18,0.09468673169612885
19,0.10514871776103973
20,0.0918438732624054
21,0.09682309627532959
22,0.09109637141227722
23,0.08814198523759842
24,0.09207061678171158
25,0.08971750736236572
26,0.08225636929273605
27,0.08990177512168884
28,0.0892534926533699
29,0.087718665599823
30,0.08416002988815308
31,0.0872674509882927
32,0.07759879529476166
33,0.07869256287813187
34,0.07359666377305984
35,0.0756431445479393
36,0.07280821353197098
37,0.07744888216257095
38,0.07845471054315567
39,0.07657767832279205
40,0.06836399435997009
41,0.06827035546302795
42,0.072222501039505
43,0.07285114377737045
44,0.07100512832403183
45,0.06922940164804459
46,0.07369247078895569
47,0.07091189920902252
48,0.06656160205602646
49,0.06686222553253174
50,0.07048727571964264
51,0.06767678260803223
52,0.07091451436281204
53,0.07185877114534378
54,0.07235068827867508
55,0.07298294454813004
56,0.06697648018598557
57,0.0645107701420784
58,0.0644037202000618
59,0.06403239816427231
60,0.06736181676387787
61,0.06167152151465416
62,0.06475774943828583
63,0.060692302882671356
64,0.06342212855815887
65,0.059254199266433716
66,0.06033216416835785
67,0.058036305010318756
68,0.05601169168949127
69,0.053920865058898926
70,0.05689225345849991
71,0.05365540087223053
72,0.05775725468993187
73,0.05853762850165367
74,0.055431097745895386
75,0.05421023815870285
76,0.0541779100894928
77,0.055195506662130356
78,0.05523691326379776
79,0.04884674400091171
80,0.05514296889305115
81,0.05363696068525314
82,0.05129273980855942
83,0.05255020409822464
84,0.05079604685306549
85,0.05332931876182556
86,0.04935462400317192
87,0.049687474966049194
88,0.049598999321460724
89,0.05156339704990387
90,0.04927821457386017
91,0.04851651191711426
92,0.051000140607357025
93,0.04929100722074509
94,0.049909308552742004
95,0.04705936461687088
96,0.04689100384712219
97,0.04458080977201462
98,0.04518088698387146
99,0.044346053153276443
100,0.0468769371509552
101,0.0449775829911232
102,0.04477180913090706
103,0.04674724116921425
104,0.046669356524944305
105,0.04722253605723381
106,0.04751535877585411
107,0.047557711601257324
108,0.04463905096054077
109,0.04449945688247681
110,0.044451192021369934
111,0.042782481759786606
112,0.04136102646589279
113,0.04187684878706932
114,0.04357967898249626
115,0.04377545043826103
116,0.04142174497246742
117,0.042445823550224304
118,0.04069553315639496
119,0.04141613841056824
120,0.04135780781507492
121,0.04192180931568146
122,0.04176975041627884
123,0.04166511073708534
124,0.0405595637857914
125,0.04154905676841736
126,0.03932815045118332
127,0.040713779628276825
128,0.03876989334821701
129,0.0406045988202095
130,0.03836151957511902
131,0.04030011221766472
132,0.03806581348180771
133,0.03741338849067688
134,0.038731832057237625
135,0.03975541889667511
136,0.037535641342401505
137,0.03730073571205139
138,0.03697410970926285
139,0.03679204732179642
140,0.037741076201200485
141,0.03789587691426277
142,0.037914443761110306
143,0.03658626973628998
144,0.03740376606583595
145,0.03619443625211716
146,0.037626564502716064
147,0.03773471713066101
148,0.03640442341566086
149,0.03667488694190979
150,0.03838076442480087
151,0.03668026626110077
152,0.03548426553606987
153,0.03547380492091179
154,0.03523555397987366
155,0.036336977034807205
156,0.035167448222637177
157,0.0362386591732502
158,0.03401077538728714
159,0.03441306948661804
160,0.03578875958919525
161,0.03341079503297806
162,0.03470168635249138
163,0.033715419471263885
164,0.03399176150560379
165,0.03323423117399216
166,0.03327160328626633
167,0.033975742757320404
168,0.033586785197257996
169,0.0332128070294857
170,0.03294532001018524
171,0.032321956008672714
172,0.03238838165998459
173,0.03206246346235275
174,0.032702259719371796
175,0.03243004530668259
176,0.0322866328060627
177,0.033186785876750946
178,0.03167174011468887
179,0.032908208668231964
180,0.031338099390268326
181,0.03121013753116131
182,0.0314691998064518
183,0.03228911757469177
184,0.03121645376086235
185,0.0309862419962883
186,0.03139166906476021
187,0.030519014224410057
188,0.03168673813343048
189,0.03141789138317108
190,0.030817849561572075
191,0.03037024475634098
192,0.03100816160440445
193,0.03053858131170273
194,0.028884639963507652
195,0.030838072299957275
196,0.031127406284213066
197,0.0290391743183136
198,0.029614383354783058
199,0.029859496280550957
200,0.031000308692455292
201,0.02988477051258087
202,0.0295381098985672
203,0.029682351276278496
204,0.030146684497594833
205,0.030591925606131554
206,0.028616340830922127
207,0.028445173054933548
208,0.029156839475035667
209,0.02862280048429966
210,0.029176227748394012
211,0.029212476685643196
212,0.02771826833486557
213,0.029488777741789818
214,0.02755226194858551
